No,deprem_kodu,olus_tarihi,olus_zamani,enlem,boylam,derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer
2512,2.01112E+13,2011.12.28,01:37.0,36.5153,28.7533,5,3.5,0,3.5,,0,0,Ke,AKDENIZ
2513,2.01112E+13,2011.12.28,03:27.4,37.9872,42.5798,5,3.5,0,3.5,,0,0,Ke,SAGIRKAYA-HIZAN (BITLIS) [South East  0.8 km]
2514,2.01112E+13,2011.12.28,21:43.3,38.9912,43.6875,5,3.8,0,3.8,,0,0,Ke,ACIKYOL-MURADIYE (VAN) [North West  2.6 km]
2511,2.01112E+13,2011.12.29,11:41.3,38.953,43.63,5,3.8,0,3.8,,0,0,Ke,KECIKIRAN-MURADIYE (VAN) [South 2.6 km]
2509,2.01112E+13,2011.12.30,35:47.7,38.7342,43.5923,5,3.8,0,3.8,,0,0,Ke,ASAGIGOLALAN- (VAN) [South East  2.6 km]
2510,2.01112E+13,2011.12.30,19:30.4,37.9985,42.6555,5,3.6,0,3.6,,0,0,Ke,DOKUKTAS-HIZAN (BITLIS) [East 2.0 km]
2506,2.01112E+13,2011.12.31,09:58.9,38.858,43.4428,5,3.6,0,3.6,,0,0,Ke,GEDIKBULAK- (VAN) [North 2.6 km]
2507,2.01112E+13,2011.12.31,22:42.8,38.283,44.3705,5,3.6,0,3.6,,0,0,Ke,GUVENDIK-BASKALE (VAN) [South 2.9 km]
2508,2.01112E+13,2011.12.31,13:14.9,38.037,44.5798,14,4.3,0,4.1,,0,4.3,Ke,KIZILCA-BASKALE (VAN) [South East  26.0 km]
2503,2.01201E+13,2012.01.06,35:12.5,36.1787,29.0177,53.7,4.2,0,4.2,,0,0,Ke,AKDENiZ
2504,2.01201E+13,2012.01.06,06:51.4,38.0088,42.6272,5,4.2,0,4.2,,0,0,Ke,DOKUKTAS-HIZAN (BiTLiS) [North West   1.41 km]
2505,2.01201E+13,2012.01.06,16:49.0,38.752,43.5748,6.2,4.4,0,4.4,,0,0,Ke,ASAGIGOLALAN- (VAN) [North East   .53 km]
2502,2.01201E+13,2012.01.07,31:29.3,35.8522,27.1527,28.6,4,0,4,,0,0,Ke,AKDENiZ
2501,2.01201E+13,2012.01.08,48:28.7,35.841,27.1337,27.5,3.7,0,3.7,,0,0,Ke,AKDENiZ
2496,2.01201E+13,2012.01.10,55:23.0,36.0718,27.2007,8.5,3.6,0,3.6,,0,0,Ke,AKDENIZ
2497,2.01201E+13,2012.01.10,55:48.7,39.4182,35.3152,4.1,3.9,0,3.9,,0,0,Ke,TEPEDOGAN-SARIKAYA (YOZGAT) [South East   1.56 km]
2498,2.01201E+13,2012.01.10,45:03.7,38.8052,43.5393,5,3.9,0,3.9,,0,0,Ke,BAGDASAN- (VAN) [South East   4.01 km]
2499,2.01201E+13,2012.01.10,38:03.0,35.3163,31.5442,17.2,3.6,0,3.6,,0,0,Ke,AKDENIZ
2500,2.01201E+13,2012.01.10,32:40.5,38.5753,30.9597,5.5,3.7,0,3.7,,0,0,Ke,CUMHURIYET-CAY (AFYONKARAHISAR) [South West   1.47 km]
2493,2.01201E+13,2012.01.11,05:40.5,38.444,43.4462,2,3.6,0,3.6,,0,0,Ke,BAKRACLI- (VAN) [2 km G�ney Bat�s�]
2494,2.01201E+13,2012.01.11,33:42.7,38.5438,43.769,0.4,3.9,0,3.9,,0,0,Ke,ARITOPRAK- (VAN) [1 km G�ney Bat�s�]
2495,2.01201E+13,2012.01.11,44:08.1,39.1052,29.1245,0.2,3.8,0,3.8,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [0 km Kuzey Do�usu]
2490,2.01201E+13,2012.01.12,52:31.5,40.2423,27.0355,7.1,3.5,0,3.5,,0,0,Ke,KOZCESME-BIGA (�ANAKKALE) [3 km G�neyi]
2491,2.01201E+13,2012.01.12,03:38.1,38.6228,43.692,13.9,3.7,0,3.7,,0,0,Ke,KAYMAKLI- (VAN) [2 km G�ney Bat�s�]
2492,2.01201E+13,2012.01.12,26:29.6,36.0552,31.1023,16.1,4.4,0,4.4,,0,0,Ke,AKDENIZ
2489,2.01201E+13,2012.01.13,10:20.4,40.0077,42.4875,5,3.5,0,3.5,,0,0,Ke,KARAPINAR-HORASAN (ERZURUM) [North East   3.2 km]
2488,2.01201E+13,2012.01.14,52:32.7,40.078,38.3372,5.4,4,0,4,,0,0,Ke,AKINCILAR (SiVAS) [West  .79 km]
2487,2.01201E+13,2012.01.15,21:14.7,38.5233,43.7135,6.8,3.5,0,3.5,,0,0,Ke,ORTANCA- (VAN) [South East   3.51 km]
2484,2.01201E+13,2012.01.16,32:49.3,38.5097,43.7417,6,3.7,0,3.7,3.6,0,0,Ke,ARITOPRAK- (VAN) [South West  5.4 km]
2485,2.01201E+13,2012.01.16,30:02.5,35.5453,27.823,9.5,3.5,0,3.5,,0,0,Ke,AKDENIZ
2486,2.01201E+13,2012.01.16,07:54.6,38.0235,44.6958,12,3.9,0,3.9,3.8,0,0,Ke,ESENDERE-YUKSEKOVA (HAKKARI) [North East  35.3 km]
2482,2.01201E+13,2012.01.17,14:33.1,38.704,43.4343,5,3.7,0,3.7,,0,0,Ke,ADIGUZEL- (VAN) [North  .75 km]
2483,2.01201E+13,2012.01.17,30:50.6,38.6695,43.4395,4.8,3.6,0,3.6,,0,0,Ke,DILIMLI- (VAN) [South West   2.04 km]
2481,2.01201E+13,2012.01.18,12:02.1,38.5095,43.7208,5,3.6,0,3.6,,0,0,Ke,ORTANCA- (VAN) [South East   5.18 km]
2479,2.01201E+13,2012.01.19,00:54.2,38.7363,43.0885,6.9,4,0,4,,0,0,Ke,VAN G�L�
2480,2.01201E+13,2012.01.19,01:51.7,38.9612,43.6073,5,3.8,0,3.8,,0,0,Ke,KECIKIRAN-MURADIYE (VAN) [South West   2.25 km]
2476,2.01201E+13,2012.01.20,57:38.3,38.7185,43.5102,6.3,4.7,0,4.7,,0,0,Ke,KOCKOY- (VAN) [North East   1.28 km]
2477,2.01201E+13,2012.01.20,14:38.9,36.152,28.4512,8.4,3.6,0,3.6,,0,0,Ke,AKDENiZ
2478,2.01201E+13,2012.01.20,36:21.0,36.1603,28.44,8.1,4.1,0,4.1,,0,0,Ke,AKDENiZ
2475,2.01201E+13,2012.01.21,45:00.1,39.9485,41.743,5,4.1,0,4.1,,0,0,Ke,ALTINBASAK-PASINLER (ERZURUM) [North East   1.41 km]
2471,2.01201E+13,2012.01.22,43:51.0,38.6428,43.1858,5,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [South  3.81 km]
2472,2.01201E+13,2012.01.22,22:41.7,35.2495,27.0865,31.1,3.6,0,3.6,,0,0,Ke,AKDENiZ
2473,2.01201E+13,2012.01.22,25:24.8,38.705,44.0587,5,4,0,4,,0,0,Ke,MEHMETALAN-OZALP (VAN) [North East   1.39 km]
2474,2.01201E+13,2012.01.22,50:18.2,37.7342,37.821,5.4,3.5,0,3.5,,0,0,Ke,GUNEYKAS-BESNI (ADIYAMAN) [South West   2.53 km]
2469,2.01201E+13,2012.01.23,38:37.0,36.7378,43.2538,5,3.6,0,3.6,,0,0,Ke,IRAK
2470,2.01201E+13,2012.01.23,23:48.5,36.1432,28.4798,19.6,4,0,4,,0,0,Ke,AKDENIZ
2468,2.01201E+13,2012.01.24,51:56.4,38.6937,44.1007,5.4,3.7,0,3.7,,0,0,Ke,MEHMETALAN-OZALP (VAN) [East  4.42 km]
2467,2.01201E+13,2012.01.25,05:24.2,38.5292,43.7298,5,3.5,0,3.5,,0,0,Ke,ORTANCA- (VAN) [South East   3.75 km]
2464,2.01201E+13,2012.01.27,06:50.4,37.4828,27.1233,4.4,3.9,0,3.9,,0,0,Ke,AKKOY A�IKLARI-AYDIN (EGE DENiZi)
2465,2.01201E+13,2012.01.27,48:12.3,37.4753,27.1325,5.9,3.5,0,3.5,,0,0,Ke,AKKOY A�IKLARI-AYDIN (EGE DENiZi)
2466,2.01201E+13,2012.01.27,43:19.1,37.4757,27.1003,4,4.4,0,4.4,,0,0,Ke,AKKOY A�IKLARI-AYDIN (EGE DENIZI)
2462,2.01201E+13,2012.01.28,14:13.6,38.93,43.6073,5,4,0,4,,0,0,Ke,CAKIRBEY- (VAN) [North East   3.37 km]
2463,2.01201E+13,2012.01.28,41:58.9,38.9868,43.698,5,3.7,0,3.7,,0,0,Ke,ACIKYOL-MURADIYE (VAN) [North West   1.69 km]
2457,2.01201E+13,2012.01.29,29:50.5,36.7492,31.1535,74.9,3.6,0,3.6,,0,0,Ke,BELEK A�IKLARI-ANTALYA (AKDENIZ)
2458,2.01201E+13,2012.01.29,35:49.8,36.0457,31.0303,96.3,3.5,0,3.5,,0,0,Ke,AKDENIZ
2459,2.01201E+13,2012.01.29,59:17.2,38.9703,43.6283,5,4,0,4,,0,0,Ke,KECIKIRAN-MURADIYE (VAN) [South East  0.7 km]
2460,2.01201E+13,2012.01.29,14:57.4,38.8287,43.5712,5,4.5,0,4.5,,0,0,Ke,AKCIFT- (VAN) [South West  0.8 km]
2461,2.01201E+13,2012.01.29,22:11.7,38.8212,43.5775,5,3.9,0,3.9,,0,0,Ke,AKCIFT- (VAN) [South 1.2 km]
2456,2.01201E+13,2012.01.31,47:17.3,38.6278,43.1272,4,3.7,0,3.7,3.6,0,0,Ke,VAN G�L�
2455,2.01202E+13,2012.02.02,12:13.9,38.5858,43.6915,5,3.5,0,3.5,,0,0,Ke,ORTANCA- (VAN) [North West   3.72 km]
2452,2.01202E+13,2012.02.03,21:58.1,37.2128,43.6547,14.1,3.7,0,3.7,,0,0,Ke,CUKURCA (HAKKARi) [South East   5.33 km]
2453,2.01202E+13,2012.02.03,35:25.7,38.6443,43.1095,5,3.5,0,3.5,,0,0,Ke,VAN G�L�
2454,2.01202E+13,2012.02.03,39:01.1,38.5927,43.1837,5,3.5,0,3.5,,0,0,Ke,CITOREN- (VAN) [South West   3.15 km]
2450,2.01202E+13,2012.02.04,10:11.4,38.07,26.8232,13.1,3.8,0,3.8,,0,0,Ke,KUSADASI K�RFEZI (EGE DENIZI)
2451,2.01202E+13,2012.02.04,01:38.6,38.5715,43.2243,2.6,3.8,0,3.8,,0,0,Ke,CITOREN- (VAN) [South  3.09 km]
2449,2.01202E+13,2012.02.07,38:22.3,36.073,28.885,16.6,3.5,0,3.5,,0,0,Ke,AKDENIZ
2444,2.01202E+13,2012.02.08,17:06.1,37.6708,36.1418,5,3.5,0,3.5,,0,0,Ke,ESENLI-SUMBAS (OSMANiYE) [North East  5.6 km]
2445,2.01202E+13,2012.02.08,47:01.2,38.6882,43.6278,5,3.7,0,3.7,,0,0,Ke,KARAGUNDUZ- (VAN) [South West  1.8 km]
2446,2.01202E+13,2012.02.08,57:26.1,39.2327,27.8447,8.9,4.2,0,4.2,,0,0,Ke,KUYUCAK-KIRKAGAC (MANiSA) [South East  1.8 km]
2447,2.01202E+13,2012.02.08,28:58.0,38.6293,44.1555,5,4.1,0,4.1,,0,0,Ke,SARAY (VAN) [South West  2.7 km]
2448,2.01202E+13,2012.02.08,20:46.1,36.113,28.4993,9.1,3.7,0,3.7,,0,0,Ke,AKDENIZ
2443,2.01202E+13,2012.02.09,04:51.9,35.6593,32.3495,27.4,3.5,0,3.5,,0,0,Ke,AKDENIZ
2441,2.01202E+13,2012.02.12,17:32.8,36.8745,27.353,18.9,4.1,0,4.1,,0,0,Ke,G�KOVA K�RFEZI (AKDENIZ)
2442,2.01202E+13,2012.02.12,49:08.4,37.4807,38.6755,6.3,4.1,0,4.1,,0,0,Ke,BAHCELI- (SANLIURFA) [North West  0.6 km]
2440,2.01202E+13,2012.02.13,39:56.0,38.6668,43.219,3.1,3.7,0,3.7,,0,0,Ke,ALAKOY- (VAN) [South West  2.3 km]
2439,2.01202E+13,2012.02.15,34:08.1,36.2198,28.7157,63.6,4.5,0,4.5,,0,0,Ke,AKDENiZ
2437,2.01202E+13,2012.02.16,01:03.7,38.6392,37.4392,5,4.8,0,4.8,,0,0,Ke,CUKURKAYA-DARENDE (MALATYA) [West 2.7 km]
2438,2.01202E+13,2012.02.16,25:48.2,37.8255,43.0195,9.1,3.7,0,3.7,,0,0,Ke,SUGELDI-CATAK (VAN) [South East  6.7 km]
2436,2.01202E+13,2012.02.17,32:58.0,38.707,43.1963,5.2,4.5,0,4.5,,0,0,Ke,AGARTI- (VAN) [North West  1.4 km]
2433,2.01202E+13,2012.02.20,05:18.4,38.1353,27.4833,2.3,3.5,0,3.5,,0,0,Ke,YENICIFTLIK-TIRE (iZMiR) [North West  2.2 km]
2434,2.01202E+13,2012.02.20,34:27.1,38.1355,27.485,9.1,4.4,0,4.4,,0,0,Ke,YENICIFTLIK-TIRE (IZMIR) [North West  2.1 km]
2435,2.01202E+13,2012.02.20,50:02.1,38.7597,43.1812,6.1,4.2,0,4.2,,0,0,Ke,VAN G�L�
2432,2.01202E+13,2012.02.22,57:00.2,37.7988,29.1405,4.4,3.6,0,3.6,,0,0,Ke,DENiZLi (DENiZLi) [North East  5.1 km]
2430,2.01202E+13,2012.02.23,35:24.4,38.014,30.0707,6.9,3.6,0,3.6,,0,0,Ke,GENCALI-DINAR (AFYONKARAHISAR) [East 1.2 km]
2431,2.01202E+13,2012.02.23,48:44.7,38.1868,35.2115,5,3.5,0,3.5,,0,0,Ke,CADIRKAYA-YESILHISAR (KAYSERi) [North West  2.4 km]
2428,2.01202E+13,2012.02.24,07:10.5,38.8222,43.5847,6.8,4.7,0,4.7,,0,0,Ke,AKCIFT- (VAN) [South East  1.2 km]
2429,2.01202E+13,2012.02.24,00:04.6,39.6038,26.0218,7.4,4,0,4,,0,0,Ke,TAVAKLI A�IKLARI-�ANAKKALE (EGE DENiZi)
2426,2.01202E+13,2012.02.25,55:12.4,38.6713,43.1565,5.4,3.6,0,3.6,,0,0,Ke,MOLLAKASIM- (VAN) [South West  2.9 km]
2427,2.01202E+13,2012.02.25,04:42.1,38.8215,43.4883,3.7,3.5,0,3.5,,0,0,Ke,KARAAGAC- (VAN) [South West  2.8 km]
2425,2.01202E+13,2012.02.28,38:13.0,38.7468,43.5048,4.6,3.5,0,3.5,,0,0,Ke,AKCAOREN- (VAN) [North East  1.9 km]
2424,2.01202E+13,2012.02.29,29:11.6,39.15,29.0328,5.4,3.9,0,3.9,,0,0,Ke,AHLATLICESME-SIMAV (K�TAHYA) [North West  0.4 km]
2422,2.01203E+13,2012.03.03,02:09.9,38.7772,43.5385,5,4.1,0,4.1,,0,0,Ke,DEGIRMENOZU- (VAN) [North 1.5 km]
2423,2.01203E+13,2012.03.03,39:55.8,38.6038,43.1995,2.4,4.1,0,4.1,,0,0,Ke,CITOREN- (VAN) [North West  1.8 km]
2421,2.01203E+13,2012.03.04,54:20.0,36.623,28.0618,90.2,3.6,0,3.6,,0,0,Ke,TASLICA-MARMARIS (MUGLA) [South West  4.2 km]
2419,2.01203E+13,2012.03.07,08:09.1,38.6392,43.0527,5,4,0,4,,0,0,Ke,VAN G�L�
2420,2.01203E+13,2012.03.07,37:30.0,40.1787,29.9413,5.4,3.5,0,3.5,,0,0,Ke,PELITOZU- (BiLECiK) [West 1.9 km]
2417,2.01203E+13,2012.03.09,39:10.3,40.5905,33.9532,5,3.7,0,3.7,,0,0,Ke,ALACAT- (�ANKIRI) [North East  3.4 km]
2418,2.01203E+13,2012.03.09,14:16.2,39.066,43.7038,5,3.7,0,3.7,,0,0,Ke,GORECEK-MURADIYE (VAN) [South West  4.3 km]
2416,2.01203E+13,2012.03.10,32:47.7,37.2097,36.946,3.7,3.6,0,3.6,,0,0,Ke,SATIRHUYUK-NURDAGI (GAZiANTEP) [South West  2.6 km]
2413,2.01203E+13,2012.03.11,18:37.0,40.866,42.691,8.9,3.6,0,3.6,,0,0,Ke,HOSDULBENT-GOLE (ARDAHAN) [North East  1.9 km]
2414,2.01203E+13,2012.03.11,28:18.1,38.557,44.0315,5,4.2,0,4.2,,0,0,Ke,YUNKUSAK-OZALP (VAN) [South West  1.9 km]
2415,2.01203E+13,2012.03.11,36:12.3,38.6072,44.0165,5,3.6,0,3.6,,0,0,Ke,SARIKOY-OZALP (VAN) [South West  0.5 km]
2407,2.01203E+13,2012.03.13,44:49.0,35.3338,31.4067,10.8,4.5,0,4.5,,0,0,Ke,AKDENiZ
2408,2.01203E+13,2012.03.13,29:22.5,38.664,43.9435,5,3.5,0,3.5,,0,0,Ke,BOYALDI-OZALP (VAN) [North West  2.4 km]
2409,2.01203E+13,2012.03.13,52:10.1,36.0527,27.2167,12,3.5,0,3.5,,0,0,Ke,AKDENiZ
2410,2.01203E+13,2012.03.13,47:53.7,35.2488,27.7583,28.2,3.8,0,3.8,,0,0,Ke,AKDENiZ
2411,2.01203E+13,2012.03.13,24:11.9,38.4223,43.6848,3.7,4,0,4,,0,0,Ke,ONGUN-GURPINAR (VAN) [East 1.6 km]
2412,2.01203E+13,2012.03.13,23:13.5,38.4623,43.6602,4.9,3.7,0,3.7,,0,0,Ke,ONGUN-GURPINAR (VAN) [North 4.2 km]
2404,2.01203E+13,2012.03.14,24:54.3,40.8115,28.793,9.8,3.7,0,3.7,,0,0,Ke,MARMARA DENIZI
2405,2.01203E+13,2012.03.14,12:47.8,39.1368,29.0308,5.2,3.8,0,3.8,,0,0,Ke,KAPIKAYA-SIMAV (K�TAHYA) [North West  0.9 km]
2406,2.01203E+13,2012.03.14,00:04.6,40.827,34.8755,9.5,3.6,0,3.6,,0,0,Ke,GOZUBUYUK-LACIN (�ORUM) [South West  1.7 km]
2402,2.01203E+13,2012.03.16,19:47.0,38.9782,43.6298,5,3.9,0,3.9,,0,0,Ke,KECIKIRAN-MURADIYE (VAN) [North East  0.5 km]
2403,2.01203E+13,2012.03.16,18:34.1,40.8387,27.9462,8.7,3.5,0,3.5,,0,0,Ke,MARMARA EREGLISI A�IKLARI-TEKIRDAG (MARMARA DENIZI)
2400,2.01203E+13,2012.03.18,38:13.7,37.814,29.1498,12.5,3.5,0,3.5,,0,0,Ke,KOCADERE- (DENiZLi) [South West  5.2 km]
2401,2.01203E+13,2012.03.18,51:44.2,37.0642,30.6173,9.7,3.5,0,3.5,,0,0,Ke,KOMURCULER-DOSEMEALTI (ANTALYA) [South East  3.5 km]
2396,2.01203E+13,2012.03.20,14:36.4,38.659,43.0128,5,3.7,0,3.7,,0,0,Ke,VAN G�L�
2397,2.01203E+13,2012.03.20,11:44.0,36.4533,41.2342,8.2,3.8,0,3.8,,0,0,Ke,SURIYE
2398,2.01203E+13,2012.03.20,39:00.2,38.8728,43.5873,5,3.7,0,3.7,,0,0,Ke,SAGLAMTAS- (VAN) [South West  3.0 km]
2399,2.01203E+13,2012.03.20,39:24.8,37.8275,29.1233,5.9,3.7,0,3.7,,0,0,Ke,CELTIKCI- (DENiZLi) [South East  5.7 km]
2395,2.01203E+13,2012.03.21,42:07.6,38.4003,38.3707,3.1,3.6,0,3.6,,0,0,Ke,BATTALGAZI (MALATYA) [South 2.8 km]
2394,2.01203E+13,2012.03.22,38:12.1,35.5345,26.051,15.6,4.2,0,4.2,,0,0,Ke,AKDENiZ
2391,2.01203E+13,2012.03.23,43:38.0,38.9173,43.6662,5,4.2,0,4.2,,0,0,Ke,OVAPINAR-MURADIYE (VAN) [North East  0.9 km]
2392,2.01203E+13,2012.03.23,37:52.8,39.5992,26.0453,7.3,4,0,4,,0,0,Ke,TAVAKLI A�IKLARI-�ANAKKALE (EGE DENIZI)
2393,2.01203E+13,2012.03.23,42:07.1,36.7328,41.0923,2,3.5,0,3.5,,0,0,Ke,SURIYE
2390,2.01203E+13,2012.03.24,57:46.5,38.9062,43.5292,5,4.1,0,4.1,,0,0,Ke,COLPAN- (VAN) [West 1.5 km]
2389,2.01203E+13,2012.03.25,50:29.9,39.9298,42.9417,6.9,3.9,0,3.9,,0,0,Ke,YORGUNSOGUT- (AGRI) [West 1.6 km]
2387,2.01203E+13,2012.03.26,55:16.3,36.576,41.0758,5,3.7,0,3.7,,0,0,Ke,SURIYE
2388,2.01203E+13,2012.03.26,35:32.7,39.1693,42.3268,5,5,0,5,,0,0,Ke,SULTANLI-BULANIK (MUS) [South 0.7 km]
2386,2.01203E+13,2012.03.28,55:48.5,38.8493,43.6282,5,3.5,0,3.5,,0,0,Ke,KELLE- (VAN) [South West  2.6 km]
2385,2.01203E+13,2012.03.29,13:32.4,38.5842,30.0045,5.6,4.2,0,4.2,,0,0,Ke,HOCALAR (AFYONKARAHiSAR) [North East  3.1 km]
2383,2.01203E+13,2012.03.31,41:18.4,39.0642,43.7735,5,3.7,0,3.7,,0,0,Ke,ASAGIARGIT-MURADIYE (VAN) [North West  2.2 km]
2384,2.01203E+13,2012.03.31,38:18.1,39.0632,43.795,5,4.1,0,4.1,,0,0,Ke,ASAGIARGIT-MURADIYE (VAN) [North 1.2 km]
2382,2.01204E+13,2012.04.03,20:45.6,38.9777,43.6857,5.3,3.8,0,3.8,,0,0,Ke,ACIKYOL-MURADIYE (VAN) [North West  1.9 km]
2376,2.01204E+13,2012.04.04,36:39.5,38.875,43.5553,5,3.6,0,3.6,,0,0,Ke,COLPAN- (VAN) [South East  3.8 km]
2377,2.01204E+13,2012.04.04,18:37.0,39.3045,41.0388,5,4.2,0,4.2,,0,0,Ke,KARLIOVA (BiNGOL) [North East  2.2 km]
2378,2.01204E+13,2012.04.04,05:16.3,36.9585,37.0245,8,4.3,0,4.3,,0,0,Ke,KOZLUBAG-MUSABEYLI (KiLiS) [East 1.8 km]
2379,2.01204E+13,2012.04.04,41:39.5,38.8772,43.6072,5,4.6,0,4.6,,0,0,Ke,SAGLAMTAS- (VAN) [South East  2.3 km]
2380,2.01204E+13,2012.04.04,33:17.4,38.7427,43.458,5,3.8,0,3.8,,0,0,Ke,YEMLICE- (VAN) [North East  0.7 km]
2381,2.01204E+13,2012.04.04,33:00.6,37.9025,29.4183,8.8,4.3,0,4.3,,0,0,Ke,BELEVI-CAL (DENiZLi) [South East  2.2 km]
2374,2.01204E+13,2012.04.05,45:18.9,38.8853,43.5225,2.3,3.6,0,3.6,,0,0,Ke,ERMISLER- (VAN) [North East  2.5 km]
2375,2.01204E+13,2012.04.05,02:29.2,38.6328,43.1608,5,3.7,0,3.7,,0,0,Ke,MOLLAKASIM- (VAN) [South West  5.5 km]
2372,2.01204E+13,2012.04.06,38:30.1,38.6493,43.2072,5,3.6,0,3.6,,0,0,Ke,DIBEKDUZU- (VAN) [North West  3.0 km]
2373,2.01204E+13,2012.04.06,27:08.5,38.6338,43.1655,5,3.6,3.4,3.6,,0,0,Ke,MOLLAKASIM- (VAN) [South West  5.2 km]
2371,2.01204E+13,2012.04.08,38:07.8,37.251,44.3983,12.7,3.6,0,3.6,,0,0,Ke,UGURACAN-SEMDINLI (HAKKARi) [East 3.4 km]
2369,2.01204E+13,2012.04.10,40:33.1,38.0983,38.9945,5,3.5,0,3.5,,0,0,Ke,ESENCIK-PUTURGE (MALATYA) [North West  1.5 km]
2370,2.01204E+13,2012.04.10,01:45.2,36.7742,28.166,53.5,4,0,4,,0,0,Ke,ORHANIYE-MARMARIS (MUGLA) [North East  2.4 km]
2367,2.01204E+13,2012.04.11,27:09.1,38.9082,43.603,5,3.7,0,3.7,,0,0,Ke,SAGLAMTAS- (VAN) [North 1.2 km]
2368,2.01204E+13,2012.04.11,49:31.5,39.4877,27.9827,7.2,3.9,0,3.9,,0,0,Ke,CIFTLIKKOY- (BALIKESiR) [South West  0.2 km]
2365,2.01204E+13,2012.04.12,02:11.2,38.8897,43.5543,5,3.6,0,3.6,,0,0,Ke,COLPAN- (VAN) [South East  2.2 km]
2366,2.01204E+13,2012.04.12,32:42.3,38.6942,43.0705,5,4.1,0,4.1,,0,0,Ke,VAN G�L�
2362,2.01204E+13,2012.04.13,22:07.7,38.6678,43.1747,5,4.2,0,4.2,,0,0,Ke,MOLLAKASIM- (VAN) [South West  1.6 km]
2363,2.01204E+13,2012.04.13,23:54.2,38.8448,43.5978,8.4,3.8,0,3.8,,0,0,Ke,AKCIFT- (VAN) [North East  2.1 km]
2364,2.01204E+13,2012.04.13,04:49.6,39.0395,44.1007,5,4.3,0,4.3,,0,0,Ke,YUKARIGULDEREN-CALDIRAN (VAN) [North West  0.9 km]
2361,2.01204E+13,2012.04.14,13:08.8,39.4492,43.9067,5,3.5,0,3.5,,0,0,Ke,BINKAYA-DOGUBAYAZIT (AGRI) [North East  0.6 km]
2355,2.01204E+13,2012.04.16,45:40.5,39.0943,29.1553,5.5,3.5,0,3.5,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [South East  3.1 km]
2356,2.01204E+13,2012.04.16,19:02.9,39.1485,29.137,5.3,4,0,4,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [North West  3.6 km]
2357,2.01204E+13,2012.04.16,39:05.9,39.128,29.1765,5,3.5,0,3.5,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [East 0.6 km]
2358,2.01204E+13,2012.04.16,11:09.8,39.1375,29.1507,6.1,4.7,0,4.7,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [North West  2.0 km]
2359,2.01204E+13,2012.04.16,10:46.6,39.1375,29.1312,5.3,4.8,0,4.8,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [North West  3.5 km]
2360,2.01204E+13,2012.04.16,52:25.2,35.3842,27.8205,14.3,3.7,0,3.7,,0,0,Ke,AKDENiZ
2350,2.01204E+13,2012.04.17,18:36.3,35.2688,27.7992,28.4,3.6,0,3.6,,0,0,Ke,AKDENIZ
2351,2.01204E+13,2012.04.17,26:16.9,39.1437,29.1055,5.7,3.6,0,3.6,,0,0,Ke,SOGUT-SIMAV (K�TAHYA) [North East  2.8 km]
2352,2.01204E+13,2012.04.17,02:23.1,39.0758,29.1612,5,3.5,0,3.5,,0,0,Ke,YAGMURLAR-SIMAV (K�TAHYA) [North East  2.0 km]
2353,2.01204E+13,2012.04.17,45:17.4,39.135,29.0965,6.4,4.3,0,4.3,,0,0,Ke,SOGUT-SIMAV (K�TAHYA) [North East  1.6 km]
2354,2.01204E+13,2012.04.17,57:29.5,35.1868,27.732,28.7,3.5,0,3.5,,0,0,Ke,AKDENIZ
2346,2.01204E+13,2012.04.18,32:18.5,38.9215,43.532,16.1,3.6,0,3.6,,0,0,Ke,COLPAN- (VAN) [North West  1.9 km]
2347,2.01204E+13,2012.04.18,30:52.2,38.885,43.5993,5,4.5,0,4.5,,0,0,Ke,SAGLAMTAS- (VAN) [South 1.4 km]
2348,2.01204E+13,2012.04.18,46:34.9,39.1015,29.1468,5,3.5,0,3.5,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [East 2.2 km]
2349,2.01204E+13,2012.04.18,05:40.7,35.4007,27.7442,31.2,3.9,0,3.9,,0,0,Ke,AKDENIZ
2343,2.01204E+13,2012.04.19,52:41.5,39.1293,29.1467,2.9,4.6,0,4.6,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [West 2.0 km]
2344,2.01204E+13,2012.04.19,49:14.2,35.517,27.9005,6.7,3.7,0,3.7,,0,0,Ke,AKDENiZ
2345,2.01204E+13,2012.04.19,48:43.3,38.8888,43.5953,5,3.7,0,3.7,,0,0,Ke,SAGLAMTAS- (VAN) [South West  1.1 km]
2339,2.01204E+13,2012.04.20,39:16.1,39.1668,29.0878,6.6,4.2,0,4.2,,0,0,Ke,SOGUT-SIMAV (K�TAHYA) [North 4.5 km]
2340,2.01204E+13,2012.04.20,54:04.3,39.1117,29.1177,5.2,3.5,0,3.5,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [North West  1.0 km]
2341,2.01204E+13,2012.04.20,48:08.2,39.1243,29.125,5.8,3.6,0,3.6,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [North 2.4 km]
