date,latitude,longitude,mag,depth,place
1971-05-12,37.58,33.0,5.6,29.6,DUDEN-YESILOVA (BURDUR) [South East  3.8 km]
1971-05-12,37.51,29.0,5.4,29.71,KAYADIBI-YESILOVA (BURDUR) [South West  2.9 km]
1971-05-12,37.66,33.0,4.4,30.14,KURUCAY- (BURDUR) [North West  3.0 km]
1971-05-12,37.56,15.0,4.6,30.09,KARACAL- (BURDUR) [East 1.7 km]
1971-05-12,37.7,5.0,4.6,29.5,INCELER-BOZKURT (DENIZLI) [South West  6.8 km]
1971-05-12,37.64,30.0,5.9,29.72,BAYINDIR-YESILOVA (BURDUR) [South West  3.6 km]
1971-05-13,37.56,33.0,4.7,29.93,SAZAK-YESILOVA (BURDUR) [East 1.4 km]
1971-05-13,37.62,46.0,4.5,29.91,BUYUKYAKA-YESILOVA (BURDUR) [South 3.3 km]
1971-05-13,37.45,5.0,3.5,29.5,�ORUM-ACIPAYAM (DENIZLI) [South East  3.4 km]
1971-05-13,37.67,27.0,5.0,29.99,YAYLABELI- (BURDUR) [South West  2.7 km]
1971-05-13,37.51,33.0,4.8,29.83,BAYIRBASI-YESILOVA (BURDUR) [East 1.9 km]
1971-05-13,37.59,13.0,4.8,30.06,HACILAR- (BURDUR) [North West  3.1 km]
1971-05-13,37.56,35.0,4.9,29.97,KOCAPINAR- (BURDUR) [North West  3.2 km]
1971-05-13,37.49,23.0,5.1,29.78,YESILOVA (BURDUR) [South East  3.0 km]
1971-05-13,37.54,36.0,4.5,29.97,KOCAPINAR- (BURDUR) [North West  1.4 km]
1971-05-13,37.57,5.0,3.6,29.88,HARMANLI-YESILOVA (BURDUR) [South West  2.3 km]
1971-05-13,37.59,5.0,3.5,29.84,KAVAK-YESILOVA (BURDUR) [North East  2.8 km]
1971-05-14,37.47,8.0,4.8,29.55,KARAKOY-YESILOVA (BURDUR) [North East  0.3 km]
1971-05-14,37.65,31.0,4.9,29.96,ONACAK-YESILOVA (BURDUR) [East 2.7 km]
1971-05-14,37.4,41.0,3.5,29.0,YUKARIBOGAZ-TAVAS (DENIZLI) [North 4.1 km]
1971-05-14,37.51,24.0,4.5,29.9,CELTEK-YESILOVA (BURDUR) [South West  1.9 km]
1971-05-14,37.57,10.0,4.3,29.73,ISIKLAR-YESILOVA (BURDUR) [North West  2.3 km]
1971-05-15,37.61,15.0,3.5,30.0,ASAGI MUSLUMLER- (BURDUR) [South West  1.5 km]
1971-05-15,37.64,29.0,4.9,29.91,BUYUKYAKA-YESILOVA (BURDUR) [South 1.1 km]
1971-05-15,37.62,14.0,4.8,29.88,BUYUKYAKA-YESILOVA (BURDUR) [South West  4.2 km]
1971-05-15,37.54,28.0,4.8,29.77,KARAATLI-YESILOVA (BURDUR) [North West  2.5 km]
1971-05-15,37.57,33.0,4.4,30.06,KARACAL- (BURDUR) [North West  1.6 km]
1971-05-15,37.42,10.0,4.3,30.05,AKOREN-KEMER (BURDUR) [North West  2.6 km]
1971-05-15,37.61,34.0,4.8,29.96,YARISLI-YESILOVA (BURDUR) [North East  2.3 km]
1971-05-16,37.57,10.0,4.5,30.03,DUGER- (BURDUR) [South East  1.2 km]
1971-05-16,37.54,10.0,4.3,29.62,SALDA-YESILOVA (BURDUR) [North West  1.0 km]
1971-05-16,37.64,5.0,3.5,30.01,KUMLUCA- (BURDUR) [North West  2.2 km]
1971-05-16,37.44,4.0,4.3,29.58,HORUZ-YESILOVA (BURDUR) [South 3.1 km]
1971-05-16,37.51,5.0,3.5,29.88,BASKUYU-YESILOVA (BURDUR) [North East  0.5 km]
1971-05-16,37.55,3.0,5.0,29.81,KAVAK-YESILOVA (BURDUR) [South 3.8 km]
1971-05-16,37.55,32.0,4.8,29.86,GENCALI-YESILOVA (BURDUR) [North West  1.7 km]
1971-05-16,37.54,18.0,4.9,29.95,KOCAPINAR- (BURDUR) [North West  3.0 km]
1971-05-16,37.59,15.0,3.6,29.9,HARMANLI-YESILOVA (BURDUR) [North West  0.9 km]
1971-05-16,37.5,5.0,3.7,29.8,BAYIRBASI-YESILOVA (BURDUR) [South West  1.2 km]
1971-05-17,37.67,39.0,5.1,29.87,ALANKOY-YESILOVA (BURDUR) [South East  2.3 km]
1971-05-18,37.59,5.0,3.6,29.89,HARMANLI-YESILOVA (BURDUR) [North West  1.4 km]
1971-05-18,37.57,3.0,3.6,29.89,HARMANLI-YESILOVA (BURDUR) [South West  1.7 km]
1971-05-18,37.68,5.0,3.7,29.75,BAYINDIR-YESILOVA (BURDUR) [North 2.0 km]
1971-05-18,37.51,5.0,3.6,29.67,SALDA-YESILOVA (BURDUR) [South East  4.6 km]
1971-05-18,37.62,38.0,3.5,30.03,ASAGI MUSLUMLER- (BURDUR) [East 1.6 km]
1971-05-18,37.8,5.0,3.8,29.8,GEMIS-CARDAK (DENIZLI) [North West  3.5 km]
1971-05-18,37.48,33.0,4.8,29.91,BASKUYU-YESILOVA (BURDUR) [South East  4.1 km]
1971-05-19,37.59,5.0,3.6,29.82,KAVAK-YESILOVA (BURDUR) [North East  1.1 km]
1971-05-19,37.63,5.0,3.6,29.83,DEREKOY-YESILOVA (BURDUR) [South East  2.8 km]
1971-05-20,37.72,5.0,3.5,30.0,KAVACIK- (BURDUR) [North East  0.1 km]
1971-05-20,37.46,5.0,3.5,29.84,BEDIRLI-YESILOVA (BURDUR) [East 0.5 km]
1971-05-20,37.58,23.0,5.1,29.98,YARISLI-YESILOVA (BURDUR) [South East  3.9 km]
1971-05-20,37.56,15.0,4.7,30.0,DUGER- (BURDUR) [South West  3.2 km]
1971-05-21,37.52,12.0,5.0,29.65,SALDA-YESILOVA (BURDUR) [South East  2.5 km]
1971-05-21,37.56,5.0,3.5,29.55,DUDEN-YESILOVA (BURDUR) [South West  3.2 km]
1971-05-22,39.23,50.0,4.7,40.61,CATMA-ADAKLI (BINGOL) [South East  1.0 km]
1971-05-22,39.08,41.0,5.0,40.63,KABACALI-ADAKLI (BINGOL) [South West  5.2 km]
1971-05-22,38.92,26.0,5.0,40.65,KARDESLER- (BINGOL) [North West  1.0 km]
1971-05-22,38.96,80.0,4.4,40.34,GOKCEKANAT- (BINGOL) [North 0.6 km]
1971-05-22,38.85,3.0,6.8,40.52,GUVECLI- (BINGOL) [North West  0.7 km]
1971-05-23,37.48,35.0,5.0,29.95,MURSELLER-KARAMANLI (BURDUR) [North East  3.9 km]
1971-05-23,39.96,3.0,4.6,28.72,OMERALTI-MUSTAFAKEMALPASA (BURSA) [South West  4.8 km]
1971-05-23,37.61,6.0,4.8,30.12,YASSIGUME- (BURDUR) [North West  1.2 km]
1971-05-23,37.6,10.0,4.4,30.02,ASAGI MUSLUMLER- (BURDUR) [South East  2.2 km]
1971-05-23,37.56,33.0,4.4,29.67,DOGANBABA-YESILOVA (BURDUR) [South East  4.3 km]
1971-05-23,37.58,33.0,4.6,30.12,YASSIGUME- (BURDUR) [South 2.2 km]
1971-05-23,37.69,14.0,4.5,30.14,CENDIK- (BURDUR) [North West  4.2 km]
1971-05-24,39.38,62.0,4.5,40.59,ELMALI-YEDISU (BINGOL) [West 4.6 km]
1971-05-24,38.81,33.0,4.3,39.51,KONURAT-PERTEK (TUNCELI) [South West  1.3 km]
1971-05-24,37.48,2.0,4.7,29.89,BASKUYU-YESILOVA (BURDUR) [South East  3.1 km]
1971-05-24,37.52,9.0,3.5,29.96,KOCAPINAR- (BURDUR) [South West  2.4 km]
1971-05-24,38.98,33.0,4.9,40.6,GOLTEPESI- (BINGOL) [North East  2.4 km]
1971-05-25,36.76,5.0,3.7,27.3,G�KOVA K�RFEZI (AKDENIZ)
1971-05-25,37.49,5.0,3.5,29.87,BASKUYU-YESILOVA (BURDUR) [South West  1.9 km]
1971-05-25,38.89,33.0,4.7,29.74,BAHADIR-BANAZ (USAK) [North West  7.5 km]
1971-05-25,39.05,13.0,4.8,29.69,GOYNUK-GEDIZ (K�TAHYA) [North East  6.1 km]
1971-05-25,39.05,16.0,6.0,29.71,TOKUL-ASLANAPA (K�TAHYA) [West 5.2 km]
1971-05-26,38.94,5.0,3.8,29.0,KARACAHISAR-SIMAV (K�TAHYA) [South East  1.3 km]
1971-05-27,37.5,29.0,3.6,29.7,NIYAZLAR-YESILOVA (BURDUR) [North West  4.0 km]
1971-05-29,39.33,33.0,4.5,39.98,SARIYAYLA-NAZIMIYE (TUNCELI) [North 4.8 km]
1971-05-30,37.1,5.0,3.6,28.8,YAYLA-KOYCEGIZ (MUGLA) [North East  8.5 km]
1971-05-30,37.55,24.0,4.7,29.78,ISIKLAR-YESILOVA (BURDUR) [South East  2.8 km]
1971-06-01,37.65,18.0,3.7,29.96,ONACAK-YESILOVA (BURDUR) [East 2.7 km]
1971-06-02,37.4,5.0,3.5,30.6,KUYUBASI-BUCAK (BURDUR) [North West  4.7 km]
1971-06-03,37.56,18.0,3.7,29.66,DOGANBABA-YESILOVA (BURDUR) [South 4.1 km]
1971-06-03,37.46,2.0,3.7,29.71,NIYAZLAR-YESILOVA (BURDUR) [South West  2.3 km]
1971-06-04,37.67,5.0,3.7,29.85,ALANKOY-YESILOVA (BURDUR) [South East  1.0 km]
1971-06-04,37.56,7.0,4.9,29.82,KAVAK-YESILOVA (BURDUR) [South East  2.9 km]
1971-06-07,37.9,5.0,3.5,28.5,COBANISA-KUYUCAK (AYDIN) [South 3.1 km]
1971-06-08,37.55,11.0,5.1,29.79,KARAATLI-YESILOVA (BURDUR) [North 3.3 km]
1971-06-08,37.48,21.0,5.0,29.81,BEDIRLI-YESILOVA (BURDUR) [North West  3.1 km]
1971-06-09,39.5,5.0,3.7,29.2,KIZILBUK-TAVSANLI (K�TAHYA) [North East  1.5 km]
1971-06-09,37.55,15.0,3.6,29.7,KAYADIBI-YESILOVA (BURDUR) [North West  4.6 km]
1971-06-09,37.46,12.0,4.5,29.85,BEDIRLI-YESILOVA (BURDUR) [East 1.4 km]
1971-06-10,37.4,5.0,3.9,29.2,NIKFER-TAVAS (DENIZLI) [East 5.3 km]
1971-06-10,39.02,33.0,5.3,29.63,GOYNUK-GEDIZ (K�TAHYA) [North West  1.1 km]
1971-06-12,39.1,5.0,3.5,29.5,POLAT-GEDIZ (K�TAHYA) [North West  1.5 km]
1971-06-15,37.03,3.0,5.5,29.04,KARACAM-KOYCEGIZ (MUGLA) [North East  1.0 km]
1971-06-15,37.55,6.0,3.7,29.73,ISIKLAR-YESILOVA (BURDUR) [South West  2.9 km]
1971-06-18,37.52,7.0,3.5,29.6,SALDA-YESILOVA (BURDUR) [South West  2.6 km]
1971-06-19,37.16,34.0,5.0,29.64,KAYACIK-CAVDIR (BURDUR) [South West  1.8 km]
1971-06-20,37.46,5.0,3.6,29.66,NIYAZLAR-YESILOVA (BURDUR) [South West  6.3 km]
1971-06-21,39.36,5.0,3.6,29.24,EMET (K�TAHYA) [North West  2.3 km]
1971-06-23,37.55,20.0,4.1,29.76,ISIKLAR-YESILOVA (BURDUR) [South East  1.8 km]
1971-06-24,35.22,63.0,4.4,28.14,AKDENIZ
1971-06-26,38.05,5.0,3.6,29.82,KARAAGACKUYUSU-DAZKIRI (AFYONKARAHISAR) [North East  5.0 km]
1971-06-28,37.61,23.0,5.0,29.87,HARMANLI-YESILOVA (BURDUR) [North West  4.2 km]
1971-06-29,37.33,12.0,4.8,36.72,IMALI-TURKOGLU (KAHRAMANMARAS) [South West  2.0 km]
1971-06-29,37.11,35.0,5.3,36.85,DURMUSLAR-NURDAGI (GAZIANTEP) [North East  1.6 km]
1971-06-29,37.5,19.0,3.7,29.6,HORUZ-YESILOVA (BURDUR) [North East  4.1 km]
1971-06-29,37.51,29.0,5.0,29.87,BASKUYU-YESILOVA (BURDUR) [North West  0.8 km]
1971-07-01,37.17,37.0,4.8,36.91,SAKCAGOZE-NURDAGI (GAZIANTEP) [South West  1.4 km]
1971-07-01,36.36,45.0,5.3,43.46,IRAK
1971-07-03,35.15,40.0,4.8,27.89,AKDENIZ
1971-07-05,41.75,5.0,4.4,32.48,TOPALLAR-AMASRA (BARTIN) [South West  1.5 km]
1971-07-08,40.56,5.0,3.9,32.9,INCECIK-ORTA (�ANKIRI) [South West  2.5 km]
1971-07-08,36.79,40.0,4.4,29.39,OREN-FETHIYE (MUGLA) [North 4.7 km]
1971-07-11,37.16,19.0,5.3,36.85,ICERISU-NURDAGI (GAZIANTEP) [South East  0.9 km]
1971-07-15,37.2,34.0,4.9,36.8,MESTHUYUK-NURDAGI (GAZIANTEP) [South West  2.3 km]
1971-07-15,38.3,5.0,3.6,27.9,SUCIKTI-ODEMIS (IZMIR) [North East  0.7 km]
1971-07-17,38.72,25.0,4.8,40.28,DOGANLI-GENC (BINGOL) [North 1.1 km]
1971-07-19,37.0,97.0,4.0,26.9,ONIKI ADALAR (AKDENIZ)
1971-07-22,36.76,5.0,3.8,27.29,ONIKI ADALAR (AKDENIZ)
1971-07-29,39.23,5.0,3.8,29.48,ABAS-EMET (K�TAHYA) [North West  0.9 km]
1971-07-30,36.87,10.0,4.3,28.9,KIZILKAYA-DALAMAN (MUGLA) [North West  3.4 km]
1971-07-30,39.2,5.0,3.7,35.64,BUYUK TORAMAN-FELAHIYE (KAYSERI) [North West  4.7 km]
1971-08-06,37.5,5.0,3.9,29.3,YASSIHUYUK-ACIPAYAM (DENIZLI) [South West  3.0 km]
1971-08-07,38.87,20.0,4.8,29.91,HALACLAR-BANAZ (USAK) [North East  3.8 km]
1971-08-09,37.58,5.0,4.5,30.17,AKYAKA- (BURDUR) [South 4.6 km]
1971-08-09,37.51,11.0,4.9,29.71,KAYADIBI-YESILOVA (BURDUR) [South West  2.9 km]
1971-08-11,37.4,5.0,3.7,29.7,SAZAK-TEFENNI (BURDUR) [North West  7.3 km]
1971-08-15,39.0,3.0,3.7,29.5,COMAKLAR-GEDIZ (K�TAHYA) [South 1.9 km]
1971-08-17,37.09,35.0,5.3,36.77,TOPLAMALAR-NURDAGI (GAZIANTEP) [North West  1.1 km]
1971-08-23,36.83,32.0,4.1,28.5,EKINCIK-KOYCEGIZ (MUGLA) [South West  4.7 km]
1971-08-26,39.2,5.0,3.7,29.2,KURTDERE-HISARCIK (K�TAHYA) [North East  1.7 km]
1971-08-27,39.85,5.0,3.7,27.16,HIDIRLAR-YENICE (�ANAKKALE) [North West  1.5 km]
1971-08-28,35.7,5.0,4.0,27.3,AKDENIZ
1971-09-03,36.81,10.0,4.9,28.79,AKINCI-ORTACA (MUGLA) [North East  3.1 km]
1971-09-04,37.4,11.0,3.6,30.1,AKOREN-KEMER (BURDUR) [South East  2.4 km]
1971-09-05,37.24,24.0,4.8,30.19,YELTEN-KORKUTELI (ANTALYA) [North West  3.7 km]
1971-09-05,37.2,37.0,4.5,30.15,GUMUSLU-KORKUTELI (ANTALYA) [North West  3.0 km]
1971-09-08,41.25,33.0,4.9,44.9,AZERBAYCAN
1971-09-08,37.22,6.0,5.2,30.12,TASKESIGI-KORKUTELI (ANTALYA) [East 4.0 km]
1971-09-09,37.34,49.0,5.5,30.18,AKCAOREN-KEMER (BURDUR) [South East  7.1 km]
1971-09-12,39.0,5.0,3.7,30.2,BESKARIS-ALTINTAS (K�TAHYA) [North East  0.9 km]
1971-09-13,39.2,5.0,3.7,29.0,EGIRLER-SIMAV (K�TAHYA) [North East  1.3 km]
1971-09-20,41.58,10.0,4.3,32.44,GERIS- (BARTIN) [North East  1.1 km]
1971-09-20,41.54,10.0,4.1,32.66,DORUCASAHINCI-ULUS (BARTIN) [West 0.7 km]
1971-09-20,41.57,5.0,3.8,32.48,CAMLIK- (BARTIN) [North East  3.4 km]
1971-09-21,37.27,42.0,5.1,30.17,YESILYAYLA-KORKUTELI (ANTALYA) [North West  6.3 km]
1971-09-21,38.58,17.0,4.6,44.14,DEGIRMIGOL-SARAY (VAN) [South West  1.8 km]
1971-09-23,37.33,5.0,3.5,30.25,URKUTLU-BUCAK (BURDUR) [West 4.7 km]
1971-09-24,38.2,5.0,3.7,30.1,CERITYAYLASI-DINAR (AFYONKARAHISAR) [North 1.8 km]
1971-09-28,37.21,32.0,5.0,30.15,GUMUSLU-KORKUTELI (ANTALYA) [North West  3.8 km]
1971-09-30,37.92,5.0,3.7,28.7,BUCAKKOY-KUYUCAK (AYDIN) [North 1.8 km]
1971-09-30,37.64,16.0,4.5,30.13,YAZIKOY- (BURDUR) [North East  3.0 km]
1971-10-03,36.77,22.0,4.5,30.12,OVACIK-ELMALI (ANTALYA) [South West  6.3 km]
1971-10-03,38.94,26.0,4.9,29.92,YUYLUK-DUMLUPINAR (K�TAHYA) [North East  2.1 km]
1971-10-05,38.93,30.0,4.8,29.61,KARACAHISAR-BANAZ (USAK) [North West  4.2 km]
1971-10-06,38.06,10.0,4.2,27.27,GOLOVA-MENDERES (IZMIR) [North East  3.9 km]
1971-10-06,38.22,19.0,4.9,30.14,GULYAZI-KIZILOREN (AFYONKARAHISAR) [South West  3.1 km]
1971-10-09,37.24,11.0,4.5,30.33,YAKAKOY-KORKUTELI (ANTALYA) [West 2.6 km]
1971-10-09,39.72,5.0,3.6,28.83,ERICEK-BUYUKORHAN (BURSA) [North West  1.7 km]
1971-10-10,37.16,31.0,4.3,30.16,AKYAR-KORKUTELI (ANTALYA) [West 1.8 km]
1971-10-11,41.7,5.0,3.7,32.2,KARASU- (BARTIN) [North West  5.7 km]
1971-10-12,36.9,5.0,3.8,28.5,EKINCIK-KOYCEGIZ (MUGLA) [North West  7.9 km]
1971-10-16,36.63,61.0,5.1,28.54,DALYAN A�IKLARI-MUGLA (AKDENIZ)
1971-10-17,37.25,28.0,4.3,29.02,KOZLAR-TAVAS (DENIZLI) [South East  0.9 km]
1971-10-21,37.92,33.0,4.7,30.28,KECIBORLU (ISPARTA) [South West  3.2 km]
1971-10-26,40.9,5.0,3.8,34.2,DAGCATAGI-TOSYA (KASTAMONU) [North West  0.8 km]
1971-10-29,37.9,6.0,3.8,30.27,KOZLUCA-KECIBORLU (ISPARTA) [South East  3.3 km]
1971-11-03,37.07,26.0,4.2,26.85,ONIKI ADALAR (AKDENIZ)
1971-11-06,39.02,16.0,5.3,29.78,SARAYCIK-ALTINTAS (K�TAHYA) [North West  3.0 km]
1971-11-09,39.1,5.0,3.5,26.2,MIDILLI ADASI (EGE DENIZI)
1971-11-12,36.61,23.0,5.2,27.09,ONIKI ADALAR (AKDENIZ)
1971-11-13,36.29,5.0,4.1,26.91,AKDENIZ
1971-11-22,35.34,34.0,5.1,27.81,AKDENIZ
1971-11-24,35.0,5.0,4.2,28.4,AKDENIZ
1971-11-26,35.95,41.0,4.5,29.17,AKDENIZ
1971-12-02,39.79,5.0,3.5,26.44,PAZARKOY-EZINE (�ANAKKALE) [South East  2.4 km]
1971-12-02,39.23,35.0,4.7,26.45,MIDILLI ADASI (EGE DENIZI)
1971-12-07,39.11,71.0,4.4,40.11,HAMURKESEN-KARAKOCAN (ELAZIG) [North East  1.6 km]
1971-12-07,37.62,21.0,4.2,29.87,BEYKOY-YESILOVA (BURDUR) [South East  4.6 km]
1971-12-16,39.52,10.0,4.3,27.78,CIFTCIDERE- (BALIKESIR) [North East  1.5 km]
1971-12-18,39.5,5.0,4.3,29.1,BALIKOY-TAVSANLI (K�TAHYA) [South 0.7 km]
1971-12-20,35.07,5.0,4.3,27.85,AKDENIZ
1971-12-25,36.44,5.0,3.7,27.11,ONIKI ADALAR (AKDENIZ)
1972-01-07,37.12,5.0,4.1,28.1,ZEYTIN- (MUGLA) [North East  4.3 km]
1972-01-10,35.18,62.0,4.3,28.04,AKDENIZ
1972-01-15,40.01,43.0,4.5,41.87,YESILOZ-KOPRUKOY (ERZURUM) [South West  4.0 km]
1972-01-16,40.8,5.0,3.6,30.0,CAYIRKOY-IZMIT (KOCAELI) [South East  0.4 km]
1972-01-20,36.64,34.0,5.1,27.23,ONIKI ADALAR (AKDENIZ)
1972-01-20,36.64,16.0,4.9,27.15,ONIKI ADALAR (AKDENIZ)
1972-01-21,36.8,5.0,3.7,27.3,G�KOVA K�RFEZI (AKDENIZ)
1972-01-22,37.41,10.0,4.5,29.65,DODURGALAR-ACIPAYAM (DENIZLI) [North East  8.7 km]
1972-02-04,36.2,5.0,4.0,26.9,AKDENIZ
1972-02-05,40.8,5.0,3.6,29.9,ARIZLI-IZMIT (KOCAELI) [South West  0.8 km]
1972-02-14,36.6,5.0,4.3,27.2,ONIKI ADALAR (AKDENIZ)
1972-02-28,40.52,5.0,3.5,29.1,HAYDARIYE-GEMLIK (BURSA) [West 2.1 km]
1972-02-28,40.4,6.0,4.4,29.0,GEMLIK K�RFEZI (MARMARA DENIZI)
1972-03-01,37.5,5.0,3.7,27.1,AKKOY A�IKLARI-AYDIN (EGE DENIZI)
1972-03-10,36.55,150.0,4.8,26.98,ONIKI ADALAR (AKDENIZ)
1972-03-14,39.32,38.0,5.6,29.47,KONUS-EMET (K�TAHYA) [South East  4.4 km]
1972-03-21,40.66,22.0,4.6,42.37,AKSAR-SENKAYA (ERZURUM) [North East  2.1 km]
1972-03-22,40.42,2.0,4.7,42.22,OYUKTAS-SENKAYA (ERZURUM) [South 0.9 km]
1972-03-25,36.67,55.0,4.4,27.51,YAKAKOY-DATCA (MUGLA) [South East  3.5 km]
1972-03-25,36.9,5.0,3.9,27.9,G�KOVA K�RFEZI (AKDENIZ)
1972-03-31,36.62,18.0,4.8,27.09,ONIKI ADALAR (AKDENIZ)
1972-03-31,36.68,30.0,4.2,27.36,DAT�A A�IKLARI-MUGLA (AKDENIZ)
1972-03-31,37.0,5.0,4.6,31.0,YANKOY-SERIK (ANTALYA) [South West  0.5 km]
1972-04-01,36.6,5.0,3.6,27.5,YAKAKOY-DATCA (MUGLA) [South 10.9 km]
1972-04-02,36.7,5.0,3.9,27.4,YAZIKOY-DATCA (MUGLA) [West 4.3 km]
1972-04-07,39.5,5.0,3.6,26.6,EDREMIT K�RFEZI (EGE DENIZI)
1972-04-15,40.8,5.0,3.7,29.8,BELEN-KORFEZ (KOCAELI) [South East  4.2 km]
1972-04-26,39.45,25.0,5.1,26.33,EDREMIT K�RFEZI (EGE DENIZI)
1972-04-26,39.5,26.0,3.9,28.93,KOSELER-SIMAV (K�TAHYA) [South West  1.3 km]
1972-04-26,39.43,18.0,5.3,26.36,EDREMIT K�RFEZI (EGE DENIZI)
1972-04-27,39.43,7.0,3.7,26.39,EDREMIT K�RFEZI (EGE DENIZI)
1972-04-28,39.39,21.0,3.8,26.29,MIDILLI ADASI (EGE DENIZI)
1972-05-01,39.47,12.0,4.3,26.38,EDREMIT K�RFEZI (EGE DENIZI)
1972-05-09,39.48,5.0,3.7,26.41,EDREMIT K�RFEZI (EGE DENIZI)
1972-05-09,39.46,10.0,5.0,26.37,EDREMIT K�RFEZI (EGE DENIZI)
1972-05-14,39.55,5.0,3.7,26.5,AHMETCE-AYVACIK (�ANAKKALE) [North East  0.5 km]
1972-05-14,39.36,5.0,3.5,26.47,EDREMIT K�RFEZI (EGE DENIZI)
1972-05-16,39.0,5.0,3.8,27.5,ARPADERE-KINIK (IZMIR) [East 3.2 km]
1972-05-17,39.3,5.0,3.7,26.3,MIDILLI ADASI (EGE DENIZI)
1972-05-28,38.96,29.0,5.1,30.04,EYIDEMIR-DUMLUPINAR (K�TAHYA) [South East  2.6 km]
1972-06-04,39.49,28.0,4.1,26.37,BEHRAM-AYVACIK (�ANAKKALE) [East 3.1 km]
1972-06-08,35.46,47.0,4.1,26.89,AKDENIZ
1972-06-12,39.48,5.0,3.6,26.4,EDREMIT K�RFEZI (EGE DENIZI)
1972-06-21,40.26,33.0,4.2,30.04,VEZIRHAN- (BILECIK) [North East  2.1 km]
1972-06-23,39.16,20.0,4.4,29.17,ULASLAR-HISARCIK (K�TAHYA) [South West  1.8 km]
1972-06-23,36.55,43.0,4.4,32.25,GUMUSKAVAK-ALANYA (ANTALYA) [East 1.2 km]
1972-06-24,39.5,5.0,3.6,26.4,BUYUKHUSUN-AYVACIK (�ANAKKALE) [South 2.6 km]
1972-06-26,35.59,83.0,4.1,27.09,AKDENIZ
1972-06-28,38.96,19.0,4.1,29.36,FIRDAN-GEDIZ (K�TAHYA) [North West  2.3 km]
1972-07-04,41.7,10.0,4.1,32.44,SARAYDUZU-AMASRA (BARTIN) [North 0.5 km]
1972-07-16,38.23,46.0,5.0,43.86,MURATALDI-GURPINAR (VAN) [South East  3.2 km]
1972-07-17,35.19,5.0,4.3,27.63,AKDENIZ
1972-07-24,39.54,40.0,4.3,40.58,YAYLIM-TERCAN (ERZINCAN) [South West  6.2 km]
1972-07-27,38.97,18.0,4.3,29.95,YESILYURT-ALTINTAS (K�TAHYA) [North East  1.3 km]
1972-07-28,37.34,5.0,3.6,26.68,ONIKI ADALAR (AKDENIZ)
1972-07-31,35.67,68.0,4.6,31.23,AKDENIZ
1972-08-02,37.71,30.0,4.5,32.56,KAYHUYUK-MERAM (KONYA) [North East  12.5 km]
1972-08-03,37.85,34.0,4.8,32.81,BAKIRTOLU-KARATAY (KONYA) [North 6.3 km]
1972-08-03,37.76,44.0,4.3,32.72,ABDITOLU-CUMRA (KONYA) [North West  3.6 km]
1972-08-04,37.79,41.0,4.4,32.74,ABDITOLU-CUMRA (KONYA) [North 5.7 km]
1972-08-06,35.77,8.0,4.4,27.09,AKDENIZ
1972-08-17,35.71,5.0,4.1,27.18,AKDENIZ
1972-08-29,37.0,10.0,4.5,29.14,AKPINAR-CAMELI (DENIZLI) [South 1.0 km]
1972-09-03,39.09,7.0,3.5,28.06,KOCAKAGAN-AKHISAR (MANISA) [North 2.2 km]
1972-09-03,39.16,30.0,4.9,27.98,AKKOCALI-AKHISAR (MANISA) [South 1.8 km]
1972-09-06,37.46,5.0,3.8,26.72,ONIKI ADALAR (AKDENIZ)
1972-09-22,35.79,5.0,4.0,27.23,AKDENIZ
1972-09-23,39.78,5.0,4.3,28.57,SARIMUSTAFALAR-MUSTAFAKEMALPASA (BURSA) [North 0.7 km]
1972-09-23,38.9,5.0,3.8,27.2,ATCILAR-BERGAMA (IZMIR) [South West  0.8 km]
1972-09-25,39.11,51.0,4.1,29.21,BASKONAK-SIMAV (K�TAHYA) [North East  1.4 km]
1972-09-25,36.54,163.0,4.1,26.78,AKDENIZ
1972-10-04,39.14,34.0,4.8,29.44,YUNUSLAR-GEDIZ (K�TAHYA) [North West  4.1 km]
1972-10-12,38.81,5.0,3.5,26.75,CANDARLI K�RFEZI (EGE DENIZI)
1972-10-23,37.78,28.0,4.7,26.32,ONIKI ADALAR (AKDENIZ)
1972-11-06,36.18,5.0,4.0,27.4,ONIKI ADALAR (AKDENIZ)
1972-11-10,40.41,5.0,4.3,28.73,ZEYTINBAGI-MUDANYA (BURSA) [North West  5.9 km]
1972-11-16,35.54,5.0,4.0,26.63,AKDENIZ
1972-11-16,35.55,5.0,4.0,26.63,AKDENIZ
1972-12-02,35.28,36.0,5.4,27.06,AKDENIZ
1972-12-04,35.19,33.0,4.6,27.29,AKDENIZ
1972-12-15,35.15,30.0,4.8,27.22,AKDENIZ
1972-12-19,35.29,41.0,4.7,27.74,AKDENIZ
1972-12-24,37.61,10.0,4.2,27.08,DOGANBEY A�IKLARI-AYDIN (EGE DENIZI)
1972-12-24,36.19,35.0,4.4,27.77,RODOS ADASI (AKDENIZ)
1973-01-13,36.3,54.0,4.3,26.78,AKDENIZ
1973-01-30,38.13,20.0,4.2,42.38,KOCYIGIT-HIZAN (BITLIS) [South East  2.5 km]
1973-02-02,35.97,48.0,3.9,27.78,RODOS ADASI (AKDENIZ)
1973-02-07,37.58,34.0,4.7,29.76,ISIKLAR-YESILOVA (BURDUR) [North East  1.6 km]
1973-02-08,39.25,38.0,4.3,28.73,KICIR-SIMAV (K�TAHYA) [North East  2.8 km]
